count,subject,exact,broader,iconclass subject
1,The Devil Comes For The Sompnour And The Frying Pan The Latter Had Taken From The Window Whom He Deceitfully Accused Of Adultery,,,
1,The Devil Removing A Corpse From A Tomb,,,
1,The Devil Upon Two Sticks,,,
1,The Devil's (Maids Of Honour Tower From The Urk Of The Work's Office),,,
1,"The Devil's Bridge, Aberystwyth",,,
1,"The Devil's Bridge, Aberyswyth",,,
1,"The Devil's Bridge, Pass Of St. Gothard",,,
1,"The Devil's Bridge, St. Gothard",,,
1,"The Devil's Punch Bowl, Killarney, Looking Towards The Glen Of The Horse",,,
1,"The Devil's Tower, Norwich",,,
1,The Devil's Triumph 17th Century,,,
1,The Devil's Tryumph Over Romes Idoll,,,
1,"The Devils Tower, Norwich",,,
1,The Devon Coast,,,
1,The Devout Childhood Of St. Elizabeth Of Hungary,,,
1,The Diabolical Masquerade,,,
1,"The Diana Fountain, Bushy Park: Original Design",,,
1,The Dianonus,,,
1,The Dice Players,,,
1,The Dining Room At Cassiobury Park,,,
1,"The Dinner in Mote Park, Maidstone after the Royal Review of the Kentish Volunteers on 1st August 1799",,,
1,The Diogorides Victors At Olympia,,,
1,The Dipping Well in Hyde Park (C 1795),,,
1,The Dis Entombment Of Queen Matilda,,,
1,The Disappointed Epicures,,,
1,The Disappointed Lover,,,
1,The Disaster,,,
1,The Disastrous Fence,,,
1,The Discourse,,,
1,The Discovery Of Adam And Eve,,,
1,The Discovery Of Grinling Gibbons By John Evelyn,,,
1,The Discovery Of Prince Arthur's Tomb.,,,
1,The Discovery Of The Concealed Letter Of King Charles I By Oliver Cromwell And Major General Ireton,,,
1,The Discovery Of The Potato Blight In Ireland,,,
1,The Discussion Of Adam And Eve From Paradise,,,
1,The Disenchantment Of Bottom : A Midsummer's Night's Dream Act Iv Scene Ii,,,
1,The Disgrace Of Cardinal Wolsey,,,
1,The Dishes Taken Away From Sancho Before He Has Tasted Them (Pl 48),,,
1,The Dismayed Artist,,,
1,The Disposal Of A Favourite Lamb,,,
1,The Dispute At The Inn Between Sancho And The Barber About The Basin (Pl 25),,,
1,The Dispute Between Sancho And The Barber (Pl 25),,,
1,The Dissecting Room,,,
1,The Dissection,,,
1,The Distant Village,,,
1,"The Distress of Tigranes before Cyrus on Finding His Father the King of Armenia His, Mother, Wife and Children, Prisoners",,,
1,The Distressed Mother,,,
1,The Distressed Statesman,,,
1,The Distresses Statesman,,,
1,The Distribution Of Premiums In The Society Of Arts,,,
1,The Distribution Of Premiums In The Society Of Arts (detail: Plan For The Society's Foundation Held By William Shipley),,,
1,"The Distribution Of Premiums In The Society Of Arts (detail: Portraits Of William Locke, Dr William Hunter And The Duke Of Northumberland)",,,
1,The Distribution Of Premiums In The Society Of Arts (detail: Tea-Kettle Deisgned By Barry),,,
1,The Divorce of Catherine of Aragon,,,
1,"The Dochart River, Ben Lawers In The Distance",,,
1,The Dockyard At Deptford,,,
1,The Dockyard At Devonport,,,
1,The Doctor Greets Death,,,
1,The Doctor Is So Severely Bruised that Cupping Is Judged Necessary,,,
1,The Doctor Overcome,,,
1,The Doctor's Consultation,,,
1,The Doctor's Dilemma,,,
1,The Dog Killers Of London &amp; Westminster 1760,,,
1,The Dog Pepper,,,
1,The Dog and the Wolf,,,
1,The Dogana With San Giorgio Maggiore In The Venice Distance,,,
1,"The Dogana and Church of the Salute, Venice",,,
1,"The Dogana, San Giorgio Maggiore, Le Zitelle From The Steps Of The Europa",,,
1,The Doge In Council,,,
1,"The Doge Of Benice's Crown Kept In The Great Treasurey Of St, Mark",,,
1,The Doge's Barge On The Grand Canal,,,
1,The Doge's Palace,,,
1,"The Doge's Palace And Santa Maria Della Salute From The Riva Degli Schiavone, Venice.",,,
1,"The Doge's Palace And The Riva Degli Schiavoni, Venice",,,
1,The Doge's Palace From The Lagoon.,,,
1,"The Doge's Palace From The Piazzetta, Venice",,,
1,"The Doge's Palace, Venice, From The Bacino",,,
1,"The Doges Palace And The Prison,Venice",,,
1,The Doll,,,
1,The Dolmen At Saumur,,,
1,The Doncaster Gold Cup In 1826,,,
1,The Donkey And The Magpie,,,
1,The Donkey Drivers,,,
1,The Donkey Race,,,
1,The Donkey Ride,,,
1,The Doom Fulfilled,,,
1,The Doomen Tree,,,
1,The Door Of A Cafe In Cairo.,,,
1,The Doorway,,,
1,The Doorway Oa An Eastern Temple,,,
1,The Dorset Coast,,,
1,"The Dorset Yacht, A Fishing Vessel And A Merchantman In A Light Breeze Off Dover",,,
1,The Doubt: Can These Dry Bones Live?,,,
1,The Douglas Dies By An Arrow; The Percy By The Spear; detail From The Ballad Of Chevy Chase,,,
1,The Dove Brooding Over The Face Of The Waters,,,
1,The Dover And London Royal Mail - One Of A Set Of Four,,,
1,The Dover-London Royal Mail In A Landscape,,,
1,The Downs,,,
1,The Drachenfels,,,
1,The Drag Of Sir Watkin Williams Wynn,,,
1,"The Dragoman of Mr. Moore, English Consult in Beirut",,,
1,The Drake - Broekman Family With Garden G ! Horse,,,
1,"The Drake Family Of Fernhill, Berkshire",,,
1,"The Drake Family: (Presumably Vice - Admiral Frances William Drake (1724 - 1787) His Wife, Elizabeth Heathcote (1730 - 1797) And Their Two Daughters, Marianne Later Mrs. Evance And Sophia (D. 1803) Later Countess De Sales)",,,
1,"The Drake-Brockman Family At Benchborough House, Kent",,,
1,The Draught of the Trent,,,
1,The Draughtsman And His Model,,,
1,The Draw,,,
1,The Drawing Lesson,,,
1,The Drawing Master,,,
1,The Drawing Room,,,
1,The Drawing Room At Cassiobury Park,,,
1,"The Drawing Room, Farnley Hall",,,
1,"The Drawing Room, Haddon Hall",,,
1,"The Drawing Room, Lyme Hall, Cheshire",,,
1,"The Drawing Room, Townshend House.",,,
1,"The Dreadnought, Seamen's Hospital Ship, Off Greenwich",,,
1,The Dream,,,
1,The Dream (Byron and Mary Chaworth),,,
1,The Dream Of Eve - Milton,,,
1,The Dream of Horace,,,
1,The Dream of Sardanapalus,,,
1,The Dress Of Old Women Mrs Fanquier Dressed So Till Her Death - It Was In 1748,,,
1,The Drinker,,,
1,The Drinker; A Man Seated At Table Holding A Flask Of Wine,,,
1,The Drinking Pool,,,
1,"The Dripping - Well, Knaresborough Mh 254",,,
1,The Dripping Well At Knaresborough.,,,
1,The Drop Gate In Duncombe Park. Yorkshire,,,
1,"The Dropping Well At Knaresborough, Yorkshire",,,
1,The Drover's Halt; Island Of Mull In The Distance,,,
1,The Drowned Fisherman,,,
1,The Druids Cutting Mistletoe,,,
1,The Drummond Family,,,
1,The Drummond Family Ra 1964 (205),,,
1,The Drunken Nurse,,,
1,The Dryads.,,,
1,"The Duc And Duchess D'aumale, The Prince De Conde, And The Duc De Guise",,,
1,"The Duc And Duchesse D'aumale, The Prince De Conde, And The Duc De Guise",,,
1,The Duc D'Epernon,,,
1,The Ducal Crown Of Venice,,,
1,The Ducal Horn,,,
1,The Ducal Palace From The Riva Degli Schiavoni,,,
1,The Duchess Of Abercorn And Her Daughter Harriet,,,
1,The Duchess Of Abercorn When Young,,,
1,The Duchess Of Bedford - Having Her Ankle Rubbed After A Sprain,,,
1,The Duchess Of Bedford In Evening Dress,,,
1,The Duchess Of Bedford In Gardening Clothes,,,
1,"The Duchess Of Bedford, A Sketch For The Painting A Woburn",,,
1,"The Duchess Of Bedford, The Duke Of Gordon And Lord Alexander Russell",,,
1,The Duchess Of Chandos - detail,,,
1,"The Duchess Of Devonshire, Lady Melbourne And Mrs Dawson Damer As The Three Witches From Macbeth",,,
1,The Duchess Of Gordon,,,
1,The Duchess Of Leinster,,,
1,The Duchess Of Mancini,,,
1,The Duchess Of Richmond's Ball,,,
1,The Duchess Of St. Albans,,,
1,The Duchess Of Wellington (1773-1831),,,
1,"The Duchess of Devonshire and Her Sister, Countess of Bessborough",,,
1,"The Duchess of Somerset and Family, in Triumphal Chariot",,,
1,The Duchess of ca. Relieved From Her Subterranean Prison,,,
1,The Duchess of ca. and the Count of Belmire at the Masquerade,,,
1,The Duchess's Ponies 1823,,,
1,The Duchesse De Berri (1798-1870),,,
1,The Duck Pond,,,
1,The Duel,,,
1,The Duel Between Sir Toby And Sebastian In Twelfth Night,,,
1,The Duel Between Viola And Sir Andrew,,,
1,The Duel Scene,,,
1,"The Duel, A Scene At Highgate Or Islington",,,
1,The Duellists,,,
1,The Duenna,,,
1,The Duenna And Her Cares,,,
1,The Duet: Alexandra And Winifred,,,
1,"The Duet: Alexandra, And Winifred",,,
1,"The Duke Andre Dandolo Departing For The Crusade From St. Mark's Cathedral, Venice",,,
1,The Duke Of Beaufort On A Horse,,,
1,The Duke Of Beaufort's Hunt: Full Cry,,,
1,The Duke Of Beaufort's Hunt: The Death,,,
1,The Duke Of Beaufort's Hunt: The Hounds At Fault,,,
1,The Duke Of Beaufort's Hunt: The Meet,,,
1,The Duke Of Bedford And Mademoiselle Migneron,,,
1,The Duke Of Bedford Stopped By Bandits Near Terracina,,,
1,The Duke Of Bedford's Ice House,,,
1,The Duke Of Bucchleuch's Summer House On The Banks Of The Thames,,,
1,The Duke Of Buckingham,,,
1,"The Duke Of Cumberland's Grey Racehorse, 'crab'",,,
1,The Duke Of Devonshire's Black Racehorse Held By His Jockey,,,
1,The Duke Of Devonshire's Courier,,,
1,The Duke Of Devonshire's Flying Childers,,,
1,The Duke Of Gloucester As A Child,,,
1,The Duke Of Grafton Reviewing His Stud,,,
1,"The Duke Of Hamilton's Grey Racehorse, 'victorious, ' At Newmarket",,,
1,The Duke Of Leinster Skating With Friends And Lady Louisa's Dog 'Hibou',,,
1,The Duke Of Marlborough Directing His Troops Before The Battle Of Oudenarde (Signed) Rutland 1963 (9),,,
1,The Duke Of Melfort,,,
1,The Duke Of Norfolk Receiving From Henry VIII An Augmentation To His Coat-Of-Arms In Consequence Of The Victory Of Flodden Field,,,
1,The Duke Of Ormonde's House At Kilkenny,,,
1,The Duke Of Richmond And Gordon With A Hunting Party At Goodwood House,,,
1,The Duke Of Rutland's Cadland Winning The 1828 Derby,,,
1,The Duke Of Rutland's Hounds With A Distant View Of Belvoir Castle,,,
1,The Duke Of Schomberg,,,
1,The Duke Of Wellington And His Horse On The Battlefield Of Waterloo,,,
1,The Duke Of Wellington And Two Ladies,,,
1,The Duke Of Wellington As Seen In The House Of Lords,,,
1,The Duke Of Wellington As Seen On Horseback,,,
1,The Duke Of Wellington Riding Copenhagen,,,
1,"The Duke Of Wellington Writing For Reinforcements At A Bridge At Sauroren, Accompanied By Lord Raglan",,,
1,The Duke Of Wellington's Chamber In Walmer Castle,,,
1,The Duke Of Wellington's Funeral,,,
1,The Duke Of Westminster's 'cardinal Puff' Winning The Chester Town Plate,,,
1,The Duke Of York On A Quay In A Flag Officer's Uniform,,,
1,The Duke Orsino And Viola,,,
1,"The Duke and Duchess of Leinster Walking Carton, Co. Kildare",,,
1,"The Duke of Ancaster's Bay Stallion Spectator, Held by a Groom",,,
1,The Duke of Bedford's Grey Diomed (Etc. ),,,
1,The Duke of Buckingham Conducted to the Temple of Virtus,,,
1,"The Duke of Cumberland with a Gentleman and a Groom, All Mounted, and Dogs.",,,
1,The Duke of Devonshire's 'flying Childers' Being Watered by Grooms,,,
1,"The Duke of Grafton's Stallion, Mares and Foals",,,
1,The Duke of Newcastle and His Cook,,,
1,The Duke of Richmond's First Bull Moose,,,
1,"The Duke of Richmond, His Brother Lord George Lennox, and the General Jones Out Hunting",,,
1,The Duke of Somerset on Horse Back,,,
1,The Duke of Wellington K. G.,,,
1,The Duke of Wellington Kneeling before the Prince Regent,,,
1,The Duke of Wellington on His Change in a L'scape,,,
1,"The Duke of Wellington, Riding Copenhagen",,,
1,The Duke of York 1763-1827,,,
1,The Duke's Antechamber,,,
1,The Duke's Maids Lathering Don Quixote's Face (Pl 42),,,
1,The Dukes of Hamilton and Lauderdale,,,
1,The Dukes of Northumberland and Suffolk Entreating Lady Jane Grey to Accept the Crown,,,
1,The Dunciad,,,
1,"The Dunciad, Book I",,,
1,"The Dunciad, Book Iii",,,
1,"The Dunciad, Book Iv",,,
1,"The Duomo At Brescia, Exterior Verso: Pencil Study Of A Fountain",,,
1,"The Duomo At Brescia, Interior 1851",,,
1,The Dutch Ballad Singer,,,
1,The Dutch Coast At Dusk,,,
1,The Dutch Fleet At Anchor,,,
1,"The Dutch Fleet At Anchor In The Vlie, Sept. 1658, With The Tower Of Brandaris In The Distance",,,
1,The Dutch Fleet Off Dordrecht,,,
1,"The Dutch Fleet, 1658",,,
1,The Dutch Lady: Saskia,,,
1,The Dutch Raid On The Medway 1667,,,
1,"The Dutch Vice Admiral Under Admiral De Winter Striking His Flag To The English Vice Admiral Onslow Under Admiral Duncan At The Battle Of Camperdown, 11th October, 1797",,,
1,The Dutton Family,,,
1,"The Dwarf, Gibson Asleep",,,
1,"The Dying Monarch, Funtensee",,,
1,The Dying Patriot,,,
1,The Dying Sailor,,,
1,The Dying Spartacus,,,
1,The Eager Terrier,,,
1,The Eagle (Above the Temple of the Graces),,,
1,The Eagle Slayer,,,
1,"The Eagle Tower, Caernarvon",,,
1,"The Eagle Tower, Caernarvon Castle, North Wales",,,
1,"The Eagle Tower, Caernarvon Castle.",,,
1,"The Eagle's Nest, Lake Killarney",,,
1,"The Eagles Nest, Killarney",,,
1,The Earl &amp; Countess Temple Of Stowe,,,
1,The Earl And Countess Of Arlington With Their Daughter,,,
1,The Earl And Countess Of Bedford,,,
1,The Earl And Countess Of Moira,,,
1,"The Earl And Countess Of Portland With Their Four Children, Lady Henrietta Bentinck, Later Countess Of Clan Brassill, Lady Elisabeth Bentinck, Later Wife Of The Bishop Of Hereford, The Hon. William Bentinck, And Lady Sofia Bentinck, Later Duchess Of Kent",,,
1,The Earl Of Buchan,,,
1,The Earl Of Burford And His Sisters,,,
1,The Earl Of Castlehaven,,,
1,The Earl Of Chesterfield On His Grey Hunter With The Royal Buckhounds. Windsor Castle In The Distance.,,,
1,The Earl Of Chesterfield's Racehorse Glaucus In A Paddock,,,
1,The Earl Of Cleveland And Family,,,
1,The Earl Of Dartmouth,,,
1,The Earl Of Derby's Brown Mare Opal With Her Foal,,,
1,"The Earl Of Essex, George Capel-Coningsby (1758-1839)",,,
1,The Earl Of Hillsborough (Later 1st Marquess Of Downshire),,,
1,The Earl Of March's Chestnut Hunter In A Stable,,,
1,"The Earl Of Mount-Charles's 'Gayhurst', P. Connolly Up",,,
1,The Earl Of Newburgh,,,
1,"The Earl Of Ossory, K.G.",,,
1,"The Earl Of Rochester's House At New Park Near Richmond, Surrey, C 1700",,,
1,The Earl Of Ross,,,
1,The Earl Of Scarborough's Tarrare With George Nelson Up,,,
1,The Earl Of Shaftesbury,,,
1,The Earl Of Shrewsburry's Groom Holding A Hunter In The Grounds Of Ingestre Hall,,,
1,The Earl Of Southesk (1692-1730),,,
1,The Earl Of St. Vincent's Lord Clifton,,,
1,The Earl Of Wharncliffe,,,
1,The Earl Of Wigtoun (C. 1673-1794),,,
1,The Earl Of Wilton At A Meet Near Melton,,,
1,The Earl of Bessborough,,,
1,The Earl of Clarendon's Favorite Hunters,,,
1,The Earl of Darlington's Fox Hounds,,,
1,The Earl of Somerset Taking Leave of His Wife,,,
1,"The Early Career Of Murillo, 1634",,,
1,The Early Days Of Swift And Stella,,,
1,The Early Days Of Timothy,,,
1,The Early Ploughman,,,
1,The Earth Stopper on the Banks of the Derwent,,,
1,The Earthly Lover,,,
1,"The East End Of Llanthony Abbey, Monmouthshire",,,
1,"The East End Of St. Nicholas, Caen",,,
1,"The East End Of The Church Of St. Paul, At Rouen",,,
1,The East Front Of The Parthenon,,,
1,"The East Front, Apethorpe Hall, Near Oundle, Northamptonshire",,,
1,"The East India Company's 28 Guns Ship revenge, Built At Bombay Dockyard In 1754, Capturing The French Ship l' Indienne, 34 Guns, Bound For Mauritius, 13th February, 1756",,,
1,The East Indiaman 'malabar'(Captain Robert Mcqueen) Off Start Point And Other Vessels.,,,
1,The East Indiaman Dutton Wrecked In Plymouth Sound,,,
1,The East Indiaman windsor,,,
1,"The East Indiamen 'devonshire', 'woodford' And 'lord Duncan' At Blackwell",,,
1,The East Indiamen Bombay Castle Seen From Two Positions Off Dover,,,
1,"The East Lyn, Devon",,,
1,The East Offering Its Riches to Britannia,,,
1,The East Offering Its Riches to Britannia Ceiling Painting Formerly at East India House Leadenhall Street,,,
1,"The East Pediment: Lead Statues Central Apex: Minerva, South East Corner: Flora, North East Corner: Ceres",,,
1,The East Prospect Of Greenwich Park With Distant View Of London,,,
1,The East Side Of The Castle Of Kilkenny,,,
1,The East Side of Southwark Towards Greenwich (Verso: a Map Drawn in Pencil),,,
1,The East View Of Haverfordwest,,,
1,The Easter Vigil,,,
1,"The Eastern Gate (Milton, L' Allegre, Ii. 59- 68)",,,
1,The Eaters,,,
1,The Eating Room,,,
1,"The Eating Room; the Four Continent: –Europe, Asia, Africa and America",,,
1,The Echo Of A Voice,,,
1,The Eddystone Lighthouse,,,
1,The Edge Of A Pool With Water Lillies,,,
1,The Edge Of Doom,,,
1,The Edge Of The Forest,,,
1,The Edge of a Lake,,,
1,The Edge of the Forest,,,
1,The Edgeworth Family,,,
1,The Edinburgh-London Royal Mail On The Road,,,
1,The Education Of The Children Of Clovis (Opus Xiv),,,
1,The Education Of The Virgin,,,
1,The Education Of The Virgin.,,,
1,"The Edwards Hamilton Family: Lord Anne Hamilton, Mary Edwards And Their Son Gerard Anne",,,
1,The Effects Of Extravagance And Idleness,,,
1,The Egremont Family 1795,,,
1,The Egyptian Camel Corps,,,
1,The Egyptian Muleteer,,,
1,"The Eight Duke Of Hamilton, Aged 18 Years, Standing Between His Physician Dr. Moore And The Latter's Son, Afterwards Liet. General Sir John Moore",,,
1,The Eight Hussars Drawn Up For Inspection In An Open Landscape,,,
1,The Eighth Day Of The Decameron,,,
1,The Elder Brutus,,,
1,The Elder Tree,,,
1,The Elders Of Israel Receiving The Ten Commandments (?) (Recto),,,
1,"The Eldorado, Paris",,,
1,The Election,,,
1,"The Election In The Guildhall, Oxford, 14th March, 1687/8",,,
1,The Election: An Election Entertainment,,,
1,The Election: Chairing The Hember,,,
1,The Election: The Polling,,,
1,The Elegant Establishment For Young Ladies,,,
1,The Elegant Procession,,,
1,The Elements: Fire,,,
1,The Elements: Water,,,
1,The Elephant And Castle With St. Paul's Cathedral In The Distance,,,
1,The Elevation Of The Brazen Serpent In The Wilderness,,,
1,The Elf,,,
1,The Eliot Family,,,
1,The Elopement : A Scene From 'Pamela' By Richardson,,,
1,The Elopement Discovered,,,
1,The Elopement Of Bianca Cappello,,,
1,"The Elvet Bridge, Durham",,,
1,"The Elysian Garden At Audley End, Saffron Walden, Audley End Beyond",,,
1,The Embarcation,,,
1,The Embarkation Of Genl. Junot After The Convention Of Cintra At Quai Sodre,,,
1,The Embarkation Of Helen Of Troy,,,
1,The Embarkation Of Henry VIII At Boulogne,,,
1,The Embarkation Of Louis Xviii,,,
1,The Embassy of Priam,,,
1,The Embers Of A Fire,,,
1,The Emblems Of War,,,
1,The Emblems of Art and Science (Below) the Figure of Europe (Not Shown),,,
1,"The Emigrant's Last Sight Of Home, Leith Hill, Abinger, Surrey",,,
1,The Emigrants,,,
1,The Emigrants (Rainbow Effect),,,
1,The Emigrants Adieu,,,
1,The Emperor Charles V At The Convent Of Yuste,,,
1,The Emperor Theodosius,,,
1,The Empress Agrippina,,,
1,The Empress Alexandra Feodorovna,,,
1,"The Empress Gunhilda, Accused Of Adultery, Is Avenged By Her Page",,,
1,"The Empress Maria Feodorovna, Widowed Consort Of Paul I",,,
