count,country,region,city,tgn_or_wiki_label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri,notes
1,Sweden,,Gothenborg,,,,,,,,,,,
1,Sweden,,Gothenburgh,,,,,,,,,,,
1,Sweden,,Källunda,Källunda,,,,,,,"settlement in Kristianstad Municipality, Sweden",,http://www.wikidata.org/entity/Q10551680,
1,Sweden,,Linköping,Linköping,,,,,inhabited places,"Located on Stänge river, near its outflow into Rox lake; was flourishing medieval religious & commercial center; noted for battle nearby where Sigismund III of Sweden was defeated by future Charles IX in 1598, assuring Protestant succession in Sweden.","city in Östergötland, Sweden",http://vocab.getty.edu/tgn/7009951,http://www.wikidata.org/entity/Q25413,
1,Sweden,,Malmö,Malmö,Malmo,,,,inhabited places,"Was important center in herring trade during Middle Ages; received influx of German immigrant merchants; united with Sweden in 1658; declined, partially due to poor harbor; new harbor was built in 1775 & the city revived.","city in Skåne County, Sweden",http://vocab.getty.edu/tgn/7009839,http://www.wikidata.org/entity/Q2211,
1,Sweden,,Rada,,,,,,,,,,,
1,Sweden,,Sundborn,Sundborn,Sundborn,,,,inhabited places,,,http://vocab.getty.edu/tgn/7031483,,
1,Sweden,,Säffle,Säffle,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1063532,,
1,Sweden,,Söfdeborg,,,,,,,,,,,
1,Sweden,,Trolleholm,Trolleholm,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1063758,,
1,Sweden,,Wanas,,,,,,,,,,,
1,Sweden,Dalecarlia,Folkärna,Folkärna,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1062976,,
1,Sweeden,,Stockholm,,,,,,,,,,,
1,Switzerland,,Arenenberg,Arenenberg,,,,,,,"château in Salenstein in the canton of Thurgau, Switzerland",,http://www.wikidata.org/entity/Q642015,
1,Switzerland,,Bellinzona,Bellinzona,,Bellinzona,,,inhabited places,,,http://vocab.getty.edu/tgn/7007318,,
1,Switzerland,,Berne,Bern,Bern,Berna,Bern,Berne,inhabited places,"Located on the frontier between German-speaking Alemannians and French-speaking Burgundians, its name may be derived from the German 'bär', a bear, which is its heraldic device and used on its civic seal since 1224. Founded by duke Berthold V of Zähringen in 1191, it became free imperial city after 1218. Site of important disputations between Catholics and reformers in 1528.","city in Switzerland, capital of the canton of Bern and de facto capital of Switzerland",http://vocab.getty.edu/tgn/7007557,http://www.wikidata.org/entity/Q70,
1,Switzerland,,Bienne,Biel/Bienne,,,Biel,Bienne,inhabited places,"Settled by Celts; inhabited by Romans; modern town was founded in the 11th cen. & chartered in 1275; ruled by prince-bishops of Basel until 1352; currently situated on language boundary of nation, both French & German are official languages.",town and municipality in the canton of Bern in Switzerland,http://vocab.getty.edu/tgn/7007320,http://www.wikidata.org/entity/Q1034,
1,Switzerland,,Birch am Inn,,,,,,,,,,,
1,Switzerland,,Boat of Garten,,,,,,,,,,,
1,Switzerland,,Castagnoia,,,,,,,,,,,
1,Switzerland,,Castagnole,,,,,,,,,,,
1,Switzerland,,Castognola,,,,,,,,,,,
1,Switzerland,,Claino,,,,,,,,,,,
1,Switzerland,,Davos,Davos,,,Davos,,inhabited places,Winter resort in the Alps; originally settled by Romansch speakers (linguistic blend of Roman & native Raetian tongues); has been mainly German-speaking since 13th cen.; was capital of League of Ten Jurisdictions in 1463; was Austrian 1477-1649.,,http://vocab.getty.edu/tgn/7007342,,
1,Switzerland,,Fischingen,Fischingen,,,Fischingen,,inhabited places,,,http://vocab.getty.edu/tgn/4003922,,
1,Switzerland,,Fribourg,Fribourg,Fribourg,Friburgo,Freiburg,Fribourg,inhabited places,"Settled by Helvetii in ancient times and conquered by the Franks in 6th century CE. Modern town was founded by Berthold IV of Zähringen to protect a river ford in the 12th century. Ruled by various houses, including the Hapsburgs from 1277 to 1452. Center of Swiss Catholicism.",capital of the canton of Fribourg in Switzerland,http://vocab.getty.edu/tgn/7007278,http://www.wikidata.org/entity/Q36378,
1,Switzerland,,Genève,Genève,Geneva,Ginevra,Genf,Genève,inhabited places,"Originally a fortified settlement of the Allobrogian Celts, it was conquered by the Romans and was part of Roman Gaul until it passed to the Burgundian kingdom and served as its capital from 443 to 534. John Calvin established a theocratic state in 1541 and made 16th Geneva the center of Protestant Europe. Annexed to France in 1798 and admitted to the ranks of Swiss cantons in 1814. From 1920 to 1946, it was the seat of the League of Nations, its building later taken over by the UN. Site of many international conferences dealing with political developments, most notably Vietnam in 1954 and Laos in 1962.",city in Switzerland and capital of its canton,http://vocab.getty.edu/tgn/7007279,http://www.wikidata.org/entity/Q71,
1,Switzerland,,Hochdorf,Hochdorf,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1064110,,
1,Switzerland,,Kruezlingen,,,,,,,,,,,
1,Switzerland,,Kusnacht,,,,,,,,,,,
1,Switzerland,,Kölliken,Kölliken,,,,,inhabited places,,,http://vocab.getty.edu/tgn/8703810,,
1,Switzerland,,Küsnacht,Küsnacht,,,,,inhabited places,,"municipality in the Canton of Zürich, Switzerland",http://vocab.getty.edu/tgn/7007384,http://www.wikidata.org/entity/Q69216,
1,Switzerland,,La Chaux-De-Fonds,La Chaux-de-Fonds,La Chaux-de-Fonds,,,,inhabited places,"Center of Swiss watch making industry, introduced in the 18th century. Birthplace of architect Édouard Jeanneret-Gris ('Le Corbusier,' 1887-1965).",municipality in the canton of Neuchâtel in Switzerland,http://vocab.getty.edu/tgn/7007387,http://www.wikidata.org/entity/Q68124,
1,Switzerland,,Laussanne,,,,,,,,,,,
1,Switzerland,,Luasanne,,,,,,,,,,,
1,Switzerland,,Lucino Di Lugano,,,,,,,,,,,
1,Switzerland,,Lully-Sur-Morges,,,,,,,,,,,
1,Switzerland,,Lusanne,,,,,,,,,,,
1,Switzerland,,Mannedorf,,,,,,,,,,,
1,Switzerland,,Martigny,Martigny-Ville,,,,Martigny,inhabited places,,,http://vocab.getty.edu/tgn/7007409,,
1,Switzerland,,Morges,Morges,,,,,inhabited places,"Birthplace of Spanish novelist ""Fernan Caballero"" (Cecilia Bohl von Faber, 1796-1877) and in 1915, residence of Igor Stravinsky (1882-1971). Site of a 12th century castle.",,http://vocab.getty.edu/tgn/7007414,,
1,Switzerland,,Munsingen,,,,,,,,,,,
1,Switzerland,,Männedörf,,,,,,,,,,,
1,Switzerland,,Oberhofen,Oberhofen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007434,,
1,Switzerland,,Oschwand,Oschwand,,,,,inhabited places,,,http://vocab.getty.edu/tgn/8713285,,
1,Switzerland,,Peseux,Peseux,,,,,inhabited places,,"former municipality and current locality in Neuchâtel in the canton of Neuchâtel, Switzerland",http://vocab.getty.edu/tgn/1064292,http://www.wikidata.org/entity/Q70078,
1,Switzerland,,Pontresina,Pontresina,,Pontresina,,,inhabited places,,,http://vocab.getty.edu/tgn/1064302,,
1,Switzerland,,Rancate,Rancate,,Rancate,,,inhabited places,"Located near Mendrisio, in the Ticino canton.",,http://vocab.getty.edu/tgn/7031486,,
1,Switzerland,,Saint Gall,Sankt Gallen,Saint Gallen,San Gallo,Sankt Gallen,Saint-Gall,inhabited places,"Named after a Celtic abbey founded by St. Columbarus on the site of the hermitage of the missionary Irish monk, St. Gall. The Benedictine abbey was founded here ca. 720. Important center of learning in the Middle Ages. From 1800, it became an important center of linen, cotton, muslin, and lace production.",capital of the canton of St. Gallen in Switzerland,http://vocab.getty.edu/tgn/7007460,http://www.wikidata.org/entity/Q25607,
1,Switzerland,,Saint Gallen,Sankt Gallen,Saint Gallen,San Gallo,Sankt Gallen,Saint-Gall,inhabited places,"Named after a Celtic abbey founded by St. Columbarus on the site of the hermitage of the missionary Irish monk, St. Gall. The Benedictine abbey was founded here ca. 720. Important center of learning in the Middle Ages. From 1800, it became an important center of linen, cotton, muslin, and lace production.",capital of the canton of St. Gallen in Switzerland,http://vocab.getty.edu/tgn/7007460,http://www.wikidata.org/entity/Q25607,
1,Switzerland,,Saint-Gallen,,,,,,,,,,,
1,Switzerland,,Saint-Légier-sur-Vevey,,,,,,,,,,,
1,Switzerland,,Schwyz,Schwyz,,Svitto,Schwyz,,inhabited places,Passed to counts of Hapsburg in the early 13th century. Became fief of Emperor Frederick II in 1240. Rudolf I of Hapsburg revoked its charter in 1274.,,http://vocab.getty.edu/tgn/7007465,,
1,Switzerland,,Sion,Sion,,,Sitten,Sion,inhabited places,Located on the Rhône River; became an episcopal see in 580; King Rudolf III of Burgundy made the bishop a count of the Valais in 999; site of the pilgrimage church of St. Catherine.,,http://vocab.getty.edu/tgn/7007470,,
1,Switzerland,,Sissach,Sissach,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007471,,
1,Switzerland,,St Moritz,,,,,,,,,,,
1,Switzerland,,St-Gall,,,,,,,,,,,
1,Switzerland,,St. Gallen,Sankt Gallen,Saint Gallen,San Gallo,Sankt Gallen,Saint-Gall,inhabited places,"Named after a Celtic abbey founded by St. Columbarus on the site of the hermitage of the missionary Irish monk, St. Gall. The Benedictine abbey was founded here ca. 720. Important center of learning in the Middle Ages. From 1800, it became an important center of linen, cotton, muslin, and lace production.",capital of the canton of St. Gallen in Switzerland,http://vocab.getty.edu/tgn/7007460,http://www.wikidata.org/entity/Q25607,
1,Switzerland,,St. Niklausen,Sankt Niklausen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/8713291,,
1,Switzerland,,St.Moritz,,,,,,,,,,,
1,Switzerland,,St.moritz,,,,,,,,,,,
1,Switzerland,,Stein-on-the-Rhine,,,,,,,,,,,
1,Switzerland,,Tell's Platte,,,,,,,,,,,
1,Switzerland,,Vaud,Le Vaud,,,,,inhabited places,,,http://vocab.getty.edu/tgn/8705184,,
1,Switzerland,,Zürich-Erlenbach,,,,,,,,,,,
1,Switzerland,,st. Moritz,St. Moritz,,,,,,,"reservoir in Graubünden, Switzerland",,http://www.wikidata.org/entity/Q664496,
1,Switzerland,near Mels,Nidberg,,,,,,,,,,,
1,Swizerland,,Castagnola,,,,,,,,,,,
1,Turkey,,Istanbul,İstanbul,Istanbul,,,,inhabited places,"The city was held by the Persian Empire in 512 BCE. Later was a Roman Republic free city. It was the seat of Constantine I's empire from 330, and the terminus of the ancient Silk Road trade route. Was declared a Christian city by Constantine. From the 6th-13th centuries, the city was attacked by Persians, Arabs, Bulgars and Russians, and eventually taken by the Fourth Crusade army in 1203. Later taken by Ottomans.",city in Turkey located at the Bosporus Strait,http://vocab.getty.edu/tgn/7002473,http://www.wikidata.org/entity/Q406,
1,U.S. Virgin Islands,St. Croix,Kingshill,,,,,,,,,,,
1,UK,Shropshire,Shrewsbury,Shrewsbury,Shrewsbury,,,,inhabited places,Historically important for strategic location near English-Welsh border; ruled by Welsh princes of Powys during 5th-6th centuries; part of Anglo-Saxon kingdom of Mercia from 8th century; subject of border disputes until the 17th century; birthplace of Charles Darwin.,,http://vocab.getty.edu/tgn/7014597,,
1,UK,Yorkshire,Garrowby,,,,,,,,,,,
1,USA,New York,New York,New York,New York,,,,inhabited places,Located at mouth of Hudson River; visited by Europeans 16th-17th century. Established at the southern tip of Manhattan Island as a trading post by colonists of the Dutch Republic; which served as the seat of the colonial government in New Netherland territory. It was seized by the British in 1664. Was a cosmopolitan center and the nation's largest city by the 18th century. Today it is a huge metropolis composed of five boroughs corresponding to five counties.,most populous city in the United States,http://vocab.getty.edu/tgn/7007567,http://www.wikidata.org/entity/Q60,
1,Ukraine,,Kiew,Kyiv,Kiev,,Stadt Kiew,Municipalité de Kiev,inhabited places,"Located on Dnepr river; was key in trade route from Scandinavia to Byzantium; held by Viking Varangians from 862; was center of 1st Russian state, Kievan Rus; flourished in 11th century; taken by Mongols 13th century; Russian from 1686; badly damaged in WW II.",capital and largest city of Ukraine,http://vocab.getty.edu/tgn/7010171,http://www.wikidata.org/entity/Q1899,
1,Ulm,,Ulm,,,,,,,,,,,
1,Uniited States,,San Marino,,,,,,,,,,,
1,Unilted States,,Cambridge,,,,,,,,,,,
1,United Arab Emirates,,Abu Dhabi,Abū Ẓaby,Abu Dhabi,,,,inhabited places,"There was no settlement on this site until tribesmen of Āl bū Falāh clan founded the town; laid out in geometric grid pattern; before 20th cen., chief industry was pearl diving & trade; modern economy involves oil-related industries.",,http://vocab.getty.edu/tgn/7002913,,
1,United Kingdom,,Bangor,Bangor,Bangor,,,,inhabited places,Town grew up around former monastery founded by St. Comagall ca. 555; seized by Danes in 9th cen. & rebuilt by St. Malachy in 12th cen.; monastery was taken over by Franciscans in 1469 & finally dissolved in 1542; headquarters of Royal Ulster Yacht Club.,,http://vocab.getty.edu/tgn/7012119,,
1,United Kingdom,,Derby,Derby,Derby,,,,inhabited places,Founded near Roman site of Derventio; one of Five Boroughs under the Danes in the 9th century; porcelain making began 1750 and given royal stamp 1773; also important for textiles; birthplace of painter Joseph Wright (1734-1797) and philosopher William Spencer (1820-1893).,"city in Derbyshire, in the East Midlands region of England",http://vocab.getty.edu/tgn/7010684,http://www.wikidata.org/entity/Q43475,
1,United Kingdom,,Dulwich,,,,,,,,,,,
1,United Kingdom,,Edinburgh,Edinburgh,Edinburgh,,,,inhabited places,Located on S shore of Firth of Forth; inhabited by Romans in 2nd century and Lothians in 6th century; divided into 12th-century Old Town and 18th-century New Town; became major textile and industrial center in 18th century; noted for Georgian architecture.,"capital city of Scotland, UK",http://vocab.getty.edu/tgn/7009546,http://www.wikidata.org/entity/Q23436,
1,United Kingdom,,Kinross,Kinross,Kinross,,,,inhabited places,,,http://vocab.getty.edu/tgn/1050820,,
1,United Kingdom,,Newliston,Newliston,,,,,,,"building in City of Edinburgh, Scotland, UK",,http://www.wikidata.org/entity/Q15262164,
1,United Staes,Maryland,Baltimore,,,,,,,,,,,
1,United Staes,New Jersey,Newark,,,,,,,,,,,
1,United Staes,New York,Chester,,,,,,,,,,,
1,United Staes,New York,New York,,,,,,,,,,,
1,United Staes,South Carolina,Charleston,,,,,,,,,,,
1,United Staets,District of Columbia,Washington,,,,,,,,,,,
1,United Staets,Illinois,Chicago,,,,,,,,,,,
1,United State,,Priniceton,,,,,,,,,,,
1,United State,New York,New York,,,,,,,,,,,
1,United States,,Baltimore,Fernbank,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2003491,,
1,United States,,Caen,,,,,,,,,,,
1,United States,,"Cragsmoor, New York",,,,,,,,,,,
1,United States,,"Des Moines, Iowa",,,,,,,,,,,
1,United States,,"Detroit, Michigan",,,,,,,,,,,
1,United States,,Florence,Florence,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2332411,,
1,United States,,"Fredericksburg, Virginia",,,,,,,,,,,
1,United States,,New Haven,New Haven,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2100706,,
1,United States,,Newark,Mechanicsville,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2090654,,
1,United States,,Ponce,,,,,,,,,,,
1,United States,,Portsmouth,Portsmouth,,,,,independent cities,,,http://vocab.getty.edu/tgn/7022210,,
1,United States,,"San Francisco, California",,,,,,,,,,,
1,United States,,"San Marino, California",,,,,,,,,,,
1,United States,,Toledo,Toledo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2009644,,
1,United States,,"WIlliamsburg, Virginia",,,,,,,,,,,
1,United States,,Washington,Washington,Washington,,,,inhabited places,"Coextensive with District of Columbia; located on swampy ground at navigational head of Potomac River; site was selected by 1st US president George Washington; city plan was laid out by French engineer Charles L'Enfant; burned in War of 1812, but rebuilt.",capital city of the United States of America,http://vocab.getty.edu/tgn/7013962,http://www.wikidata.org/entity/Q61,
1,United States,Alabama,Columbiana,Columbiana,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2003159,,
1,United States,Alabama,Lapine,Lapine,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2004166,,
1,United States,Alabama,Lillian,Lillian,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2004227,,
1,United States,Alabama,Moblie,,,,,,,,,,,
1,United States,Alabama,Navco,Navco,,,,,,,"hamlet in Mobile County, Alabama, United States",,http://www.wikidata.org/entity/Q122541261,
1,United States,Alabama,Russellville,Russellville,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2005160,,
1,United States,Alabama,Tuskegee,Tuskegee,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7014669,,
1,United States,Alabaman,Mobile,Mobile,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2007040,,
1,United States,Arezzo,Lucignano,,,,,,,,,,,
1,United States,Arizona,Grand Canyon,Grand Canyon,,,,,inhabited places,,"village in Arizona, United States",http://vocab.getty.edu/tgn/2006839,http://www.wikidata.org/entity/Q182273,
1,United States,Arizona,Oracle,Oracle,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2007090,,
1,United States,Arizona,Pheonix,,,,,,,,,,,
1,United States,Arizona,Sedona,Sedona,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2007319,,
1,United States,Arizona,Tucscon,,,,,,,,,,,
1,United States,Arkansas,Conway,Conway,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2008008,,
1,United States,Arkansas,Pine Bluff,Pine Bluff,,,,,inhabited places,"Located on cascading bluffs overlooking Arkansas River in central Arkansas; site of Civil War battle where Confederates under General John S. Marmaduke were overtaken by Federal forces under Colonel Powell Clayton, who later became governor & senator.",,http://vocab.getty.edu/tgn/2009230,,
1,United States,Brooklyn,New York,,,,,,,,,,,
1,United States,California,Atherton,Atherton,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2010073,,
1,United States,California,Avalon,Avalon,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2010083,,
1,United States,California,Belvedere,Belvedere,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2010202,,
1,United States,California,Berkeley Castle,,,,,,,,,,,
1,United States,California,Berkley,,,,,,,,,,,
1,United States,California,Big Sur,Big Sur,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2010265,,
1,United States,California,Bonita,Bonita,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2010313,,
1,United States,California,Burlingame,Burlingame,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7013465,,
1,United States,California,California,California,,,,,,,former residential and current titular see of the Catholic Church,,http://www.wikidata.org/entity/Q1026788,
1,United States,California,Camarillo,Camarillo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7013491,,
1,United States,California,Carpintaria,,,,,,,,,,,
1,United States,California,Claremonte,,,,,,,,,,,
1,United States,California,Coalinga,Coalinga,,,,,inhabited places,,"city in Fresno County, California, United States",http://vocab.getty.edu/tgn/2010778,http://www.wikidata.org/entity/Q985263,
1,United States,California,Concord,Concord,,,,,inhabited places,"Laid out in 1868 on the Rancho Monte del Diablo; developed as poultry & orchard center with construction of Oakland, Antioch & Eastern railway 1912; today, connected to San Francisco by freeways & Bay Area Rapid Transit System.",,http://vocab.getty.edu/tgn/2010815,,
1,United States,California,Corte Madera,Corte Madera,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7015362,,
1,United States,California,Culver City,Culver City,,,,,inhabited places,,"city in Los Angeles County, California, United States",http://vocab.getty.edu/tgn/2010932,http://www.wikidata.org/entity/Q493378,
