count,country,region,district,city,tgn_or_wiki_label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri,notes
1,Regno Unito,,,Bedford,Bedford,Bedford,,,,inhabited places,"Located in River Great Ouse valley; first mentioned in 571, when Cuthwulf defeated Britons; burned by King Canute in 1015; was refuge for Puritans during the 17th-century Puritan Revolution; John Bunyan was imprisoned here for 12 years; noted for St. Paul's Cathedral and Bunyan Meeting House (1850); Bedford Museum is on site of the Norman castle; Cecil Higgins Art Gallery located here.",,http://vocab.getty.edu/tgn/7011907,,
1,Regno Unito,,,Beoley,Beoley,Beoley,,,,inhabited places,,,http://vocab.getty.edu/tgn/7464662,,
1,Regno Unito,,,Beverly Hills (CA),,,,,,,,,,,
1,Regno Unito,,,Blackheath,Blackheath,Blackheath,,,,inhabited places,,,http://vocab.getty.edu/tgn/7466520,,
1,Regno Unito,,,Blockley,Blockley,Blockley,,,,inhabited places,Northwick House is here.,,http://vocab.getty.edu/tgn/7011126,,
1,Regno Unito,,,Bungay,Bungay,Bungay,,,,inhabited places,,,http://vocab.getty.edu/tgn/1028689,,
1,Regno Unito,,,Burford,Burford,Burford,,,,inhabited places,Small Cotswold town where Oliver Cromwell supressed mutiny of Parliamentary troops in 1647. It was a wool center in the 16th century and a horseracing center in the 17th-19th centuries.,,http://vocab.getty.edu/tgn/7011945,,
1,Regno Unito,,,Bury St Edmunds,Bury St Edmunds,,,,,,,"Parliamentary constituency in the United Kingdom, 1885-2024",,http://www.wikidata.org/entity/Q1072621,
1,Regno Unito,,,Canterbury,Canterbury,Canterbury,,,,inhabited places,"Country's principal religious center, immortalized in Chaucer's Canterbury Tales; badly damaged by Danes in 1011 and bombed during World War II; Protestants executed here under Mary I in the 1550s; weaving center in the 17th century; site of ruins of Roman walls and theater; cathedral begun in 1070; city has Norman walls also.",,http://vocab.getty.edu/tgn/7012044,,
1,Regno Unito,,,Canwick,Canwick,Canwick,,,,inhabited places,Adjoining Lincoln; there is a church here with Norman features.,,http://vocab.getty.edu/tgn/7027802,,
1,Regno Unito,,,Castlecraig,Castlecraig,,,,,,,"hillfort in Scottish Borders, Scotland, UK",,http://www.wikidata.org/entity/Q31106296,
1,Regno Unito,,,Castletown,Castletown,Castletown,,,,inhabited places,,,http://vocab.getty.edu/tgn/1050516,,
1,Regno Unito,,,Chester,Chester,Chester,,,,inhabited places,"Located on the River Dee; Roman camp of Deva; amphitheatre and ramparts remain; after Romans departed ca. 380, occupied by Danes and Saxons; important under Mercian kings in the 10th century; last town to surrender to William the Conqueror in 1070; medieval galleried streets; Tudor houses; a cathedral and castle; port was important 13th-14th centuries but declined with growth of Liverpool.",,http://vocab.getty.edu/tgn/7012045,,
1,Regno Unito,,,Chesterton,Chesterton,Chesterton,,,,inhabited places,,,http://vocab.getty.edu/tgn/4002598,,
1,Regno Unito,,,Cobham,Cobham,Cobham,,,,inhabited places,,,http://vocab.getty.edu/tgn/1028893,,
1,Regno Unito,,,Corsham,Corsham,Corsham,,,,inhabited places,,,http://vocab.getty.edu/tgn/7011215,,
1,Regno Unito,,,Cotton,Cotton,Cotton,,,,inhabited places,,,http://vocab.getty.edu/tgn/7453926,,
1,Regno Unito,,,Cowes,Cowes,Cowes,,,,inhabited places,,,http://vocab.getty.edu/tgn/7011404,,
1,Regno Unito,,,Crawley,Crawley,Crawley,,,,inhabited places,"Ancient town located 33 miles S of London, noted for medieval & 18th-cen. architecture; has been site of recent development, including Gatwick Airport; industries include plastics, engineering, printing & food processing.",,http://vocab.getty.edu/tgn/1028966,,
1,Regno Unito,,,Cullen,Cullen,Cullen,,,,inhabited places,,,http://vocab.getty.edu/tgn/7009794,,
1,Regno Unito,,,Dauntsey,,,,,,,,,,,
1,Regno Unito,,,Dover,Dover,Dover,,,,inhabited places,Country's most important seaport; located in valley famous for its white chalk cliffs; was hub of Roman roads in the 4th century; 40 foot-high remains of Roman lighthouse here; one of Cinque Ports under Saxons in the 11th century; Saxon church of St. Mary in Castro here; 12th-century Dover Castle is built on the site of an early Norman castle; expanded under Norman kings in the 12th century; sacked by French in 1295; heavily bombed during World War II.,,http://vocab.getty.edu/tgn/7011554,,
1,Regno Unito,,,East Malling,East Malling,East Malling,,,,inhabited places,,,http://vocab.getty.edu/tgn/1029127,,
1,Regno Unito,,,Englefield Green,Englefield Green,Englefield Green,,,,inhabited places,,,http://vocab.getty.edu/tgn/1029178,,
1,Regno Unito,,,Epsom,Epsom,Epsom,,,,inhabited places,"Located 1 1/2 miles NW of Epsom Downs, where Derby Oaks horse races are held May through June; home of mineral springs where ""Epsom Salts"" were discovered in 1618.",,http://vocab.getty.edu/tgn/7011734,,
1,Regno Unito,,,Firenze,,,,,,,,,,,
1,Regno Unito,,,Garstang,Garstang,Garstang,,,,inhabited places,"The ruins of Greenhalgh Castle, built in 1490 by the first Earl of Derby, are here.",,http://vocab.getty.edu/tgn/1029305,,
1,Regno Unito,,,Garvagh,Garvagh,Garvagh,,,,inhabited places,,,http://vocab.getty.edu/tgn/7450992,,
1,Regno Unito,,,Guildford,Guildford,Guildford,,,,inhabited places,"Located on the River Wey, Guildford was first mentioned as a borough in 1131. Its economy is based on railways, engineering, plastics, and pharmaceuticals. Guildford is noted for the 16th-century Royal King Edward VI Grammar School and the Women's Royal Army Corp museum.",,http://vocab.getty.edu/tgn/7011744,,
1,Regno Unito,,,Hadleigh,Hadleigh,Hadleigh,,,,inhabited places,,,http://vocab.getty.edu/tgn/1136703,,
1,Regno Unito,,,Hagley,Hagley,Hagley,,,,inhabited places,,,http://vocab.getty.edu/tgn/7011089,,
1,Regno Unito,,,Hayes,Hayes,Hayes,,,,neighborhoods,"Along with a great deal of modern housing, there are the remains here of an 11th-century manor house and moat. Not to be confused with another neighborhood in London with the same name.",,http://vocab.getty.edu/tgn/1004631,,
1,Regno Unito,,,Heavitree,Heavitree,,,,,inhabited places,Part of Exeter.,,http://vocab.getty.edu/tgn/7025582,,
1,Regno Unito,,,Hereford/ Worcester,,,,,,,,,,,
1,Regno Unito,,,Hertford,Hertford,Hertford,,,,inhabited places,Situated on River Lea; site of the first national Synod of the Church in England in 673; burnt down by the Danes and rebuilt by Edward the Elder and the Normans; noted for 15th-century timbered houses and Georgian architecture.,"county town of Hertfordshire, England",http://vocab.getty.edu/tgn/7011876,http://www.wikidata.org/entity/Q9681,
1,Regno Unito,,,Hinton Ampner,Hinton Ampner,Hinton Ampner,,,,inhabited places,Hinton Ampner House is here.,,http://vocab.getty.edu/tgn/7026866,,
1,Regno Unito,,,Hoar Cross,,,,,,,,,,,
1,Regno Unito,,,Ince Hall,,,,,,,,,,,
1,Regno Unito,,,Inchture,Inchture,Inchture,,,,inhabited places,,,http://vocab.getty.edu/tgn/1050747,,
1,Regno Unito,,,Isle of Mull,"Mull, Island of","Mull, Island of",,,,islands,,second-largest Inner Hebrides island (after Skye) off the west coast of Scotland,http://vocab.getty.edu/tgn/7009075,http://www.wikidata.org/entity/Q111444,
1,Regno Unito,,,Kincardine,Kincardine on Forth,Kincardine,,,,inhabited places,,,http://vocab.getty.edu/tgn/1050805,,
1,Regno Unito,,,Knebworth,Knebworth,Knebworth,,,,inhabited places,"Old & New Knebworth are 1/2 mi apart, separated by a busy motorway; the noteworthy Knebworth House & Park is here, begun ca. 1500 by Robert Lytton with numerous additions & changes.",,http://vocab.getty.edu/tgn/1029764,,
1,Regno Unito,,,Knutsford,Knutsford,Knutsford,,,,inhabited places,"King Canute (Cnut) supposedly forded the Lily here in the 11th century, hence the name; by 18th century it was the fourth largest town in the county, the ""Metropolis of the Eastern Hundreds;"" Elizabeth Gaskell (1810-1865) immortalized town in her novel ""Cranford"".",,http://vocab.getty.edu/tgn/1029771,,
1,Regno Unito,,,Leatherhead,Leatherhead,Leatherhead,,,,inhabited places,,,http://vocab.getty.edu/tgn/7011735,,
1,Regno Unito,,,Ledbury,Ledbury,Ledbury,,,,inhabited places,Main fruit market in Herefordshire; huge minster church here rivals the cathedral of Hereford; where William Langland conceived of 'Piers Plowman.',,http://vocab.getty.edu/tgn/7011111,,
1,Regno Unito,,,Llanrwst,Llanrwst,Llanrwst,,,,inhabited places,,,http://vocab.getty.edu/tgn/1064728,,
1,Regno Unito,,,Londra/ Brighton,,,,,,,,,,,
1,Regno Unito,,,Londra/ Nynehead Court/ Firenze,,,,,,,,,,,
1,Regno Unito,,,Longleat,,,,,,,,,,,
1,Regno Unito,,,Ludlow,Ludlow,Ludlow,,,,inhabited places,,,http://vocab.getty.edu/tgn/7012100,,
1,Regno Unito,,,Madrid,Madrid,,,,,,,shipwreck off the Scottish coast,,http://www.wikidata.org/entity/Q103916006,
1,Regno Unito,,,Maidenhead,Maidenhead,Maidenhead,,,,inhabited places,Located on River Thames 27 miles W of London; residential area & summer resort; the captive Charles I was allowed to see his children here in 1647; Maidenhead Thicket is site of an ancient earthwork.,,http://vocab.getty.edu/tgn/7011917,,
1,Regno Unito,,,Malton,Malton,Malton,,,,inhabited places,Site of a Roman fort.,,http://vocab.getty.edu/tgn/7010066,,
1,Regno Unito,,,Manea,Manea,Manea,,,,inhabited places,,,http://vocab.getty.edu/tgn/1029959,,
1,Regno Unito,,,Marlow,Marlow,Marlow,,,,inhabited places,,,http://vocab.getty.edu/tgn/1029984,,
1,Regno Unito,,,Middelsbrough,,,,,,,,,,,
1,Regno Unito,,,Milano,,,,,,,,,,,
1,Regno Unito,,,Milford on sea,Milford on Sea,Milford on Sea,,,,inhabited places,,,http://vocab.getty.edu/tgn/1030060,,
1,Regno Unito,,,Neath Port Talbot,Neath Port Talbot,,,,,,,"county borough and one of the unitary authority areas of Wales, United Kingdom",,http://www.wikidata.org/entity/Q748078,
1,Regno Unito,,,New York (NY),New York,New York,,,,inhabited places,,,http://vocab.getty.edu/tgn/7458297,,
1,Regno Unito,,,Newark,Newark-on-Trent,Newark upon Trent,,,,inhabited places,"Important market town located on an old Roman road; it was called the ""Key of the North"" in Anglo-Saxon times.","market town in Newark and Sherwood, Nottinghamshire, England",http://vocab.getty.edu/tgn/7010708,http://www.wikidata.org/entity/Q49940,
1,Regno Unito,,,Newbiggin-by-the-Sea,Newbiggin-by-the-Sea,Newbiggin-by-the-Sea,,,,inhabited places,,,http://vocab.getty.edu/tgn/1030151,,
1,Regno Unito,,,Newcastle upon Tyne,Newcastle upon Tyne,Newcastle upon Tyne,,,,inhabited places,"Was station on Hadrian's Wall; was important fortress town in the 12th century and wool center in the 14th century; prospered in shipbuilding, ironworks, and banking by 1800; noted for 14th-century Church of St. Nicholas and 17th-century Guild Hall; has many fine universities.","city in Tyne and Wear, England, UK",http://vocab.getty.edu/tgn/7012026,http://www.wikidata.org/entity/Q1425428,
1,Regno Unito,,,Norfolk,Norfolk,Norfolk,,,,counties,"Low-lying area crossed by rivers Yare, Wensum, and Bure; noted for Paleolithic, Mesolithic, and Neolithic remains; occupied by British Inceni people in the 3rd century; was wealthy and densely populated in the 11th century; economy based on food-processing, fishing, and shoes.","county in East Anglia, England, UK",http://vocab.getty.edu/tgn/7008160,http://www.wikidata.org/entity/Q23109,
1,Regno Unito,,,Northwich,Northwich,Northwich,,,,inhabited places,Site of a Roman settlement on the Roman road of Watling Street; occupation began in the Flavian period (1st century CE) with a fort and continued into the Antonine period. Town that has been producing salt since the Middle Ages; damaged by subsidence from salt mining; a medieval motte and bailey on Castle Hill.,,http://vocab.getty.edu/tgn/1030211,,
1,Regno Unito,,,Norwich,Northwich,Northwich,,,,inhabited places,Site of a Roman settlement on the Roman road of Watling Street; occupation began in the Flavian period (1st century CE) with a fort and continued into the Antonine period. Town that has been producing salt since the Middle Ages; damaged by subsidence from salt mining; a medieval motte and bailey on Castle Hill.,,http://vocab.getty.edu/tgn/1030211,,
1,Regno Unito,,,Nottingham,Nottingham,Nottingham,,,,inhabited places,"Located on the River Trent; occupied by Danes in the 9th century; English Civil War began here when Charles I raised standard in 1642; damaged by Cromwell's army in 1644 and in World War II; famous natives include authors Lord Byron and D. H. Lawrence, and legendary outlaw Robin Hood; noted for its lacemaking; its imposing castle, now a museum, is on a post-Conquest site.","city in Nottinghamshire, England, UK",http://vocab.getty.edu/tgn/7012006,http://www.wikidata.org/entity/Q41262,
1,Regno Unito,,,Nynehead Court/ Londra,,,,,,,,,,,
1,Regno Unito,,,Oban,Oban,Oban,,,,inhabited places,,,http://vocab.getty.edu/tgn/7009094,,
1,Regno Unito,,,Presteigne,Presteigne,Presteigne,,,,inhabited places,,,http://vocab.getty.edu/tgn/1064799,,
1,Regno Unito,,,Redleaf,,,,,,,,,,,
1,Regno Unito,,,Roma,Roma,,,,,,,shipwreck off the Scottish coast,,http://www.wikidata.org/entity/Q103924287,
1,Regno Unito,,,Ryde,Ryde,Ryde,,,,inhabited places,,,http://vocab.getty.edu/tgn/1030481,,
1,Regno Unito,,,Shenfield Mill,,,,,,,,,,,
1,Regno Unito,,,South Harting,South Harting,South Harting,,,,inhabited places,,,http://vocab.getty.edu/tgn/7445667,,
1,Regno Unito,,,Southam,Southam,Southam,,,,inhabited places,,,http://vocab.getty.edu/tgn/1030688,,
1,Regno Unito,,,Southampton,Southampton,Southampton,,,,inhabited places,Located near head of Southampton Water; site of Roman & early Anglo-Saxon settlements; developed as important port after 11th-cen. Norman Conquest; embarkation point of Richard I during Crusades & Pilgrims leaving for America; bombed during WW II.,"city and major port in Hampshire, South-East England, United Kingdom",http://vocab.getty.edu/tgn/7011385,http://www.wikidata.org/entity/Q79848,
1,Regno Unito,,,Stanmore,Stanmore,Stanmore,,,,neighborhoods,Handel was the organist at the church here.,,http://vocab.getty.edu/tgn/7012093,,
1,Regno Unito,,,Stanstead,Stanstead,Stanstead,,,,inhabited places,,"town of Quebec, Canada",http://vocab.getty.edu/tgn/7447935,http://www.wikidata.org/entity/Q142375,
1,Regno Unito,,,Stansted Mountfitchet,Stansted Mountfitchet,Stansted Mountfitchet,,,,inhabited places,,,http://vocab.getty.edu/tgn/1030732,,
1,Regno Unito,,,Stourbridge,Stourbridge,Stourbridge,,,,inhabited places,Located on River Stour 11 miles W of Birmingham; site of trade fairs ca. 1500; connected with water transport system during Industrial Revolution; produces glass & tools.,,http://vocab.getty.edu/tgn/7011010,,
1,Regno Unito,,,Teddington,Teddington,Teddington,,,,inhabited places,,,http://vocab.getty.edu/tgn/7026748,,
1,Regno Unito,,,Torino,,,,,,,,,,,
1,Regno Unito,,,Torquay,Torquay,Torquay,,,,inhabited places,"Located on Tor Bay, ENE of Plymouth; temperate climate has made town a popular seaside resort & sailing area.",,http://vocab.getty.edu/tgn/7011319,,
1,Regno Unito,,,Tyninghame,Tyninghame,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4011458,,
1,Regno Unito,,,Voelas,Voelas,,,,,,,Grade II* listed building in Conwy County Borough.,,http://www.wikidata.org/entity/Q17738626,
1,Regno Unito,,,Wantage,Wantage,Wantage,,,,inhabited places,A tiny Norman church is here; King Alfred was born here in 849.,,http://vocab.getty.edu/tgn/7011914,,
1,Regno Unito,,,Wareham,Wareham,Wareham,,,,inhabited places,"Town settled by Britons, Romans, and Saxons, fought over by Danes; and fought over during the Civil War; it was rebuilt in Georgian style in 1762.",,http://vocab.getty.edu/tgn/7011289,,
1,Regno Unito,,,Welwyn,Welwyn,Welwyn,,,,inhabited places,Near Welwyn Garden City; on the site of a Roman villa and possibly a temple; there is a church church here with Roman bricks.,,http://vocab.getty.edu/tgn/7027263,,
1,Regno Unito,,,Wexham,,,,,,,,,,,
1,Regno Unito,,,Winscombe,Winscombe,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1031161,,
1,Regno Unito,,,Witley Court,,,,,,,,,,,
1,Regno Unito,,,Worksop,Worksop,Worksop,,,,inhabited places,Market town on the edge of Sherwood Forest. On Castle Hill are the remains of Anglo-Saxon and Norman residences as well as an ancient British earthwork.,,http://vocab.getty.edu/tgn/7010709,,
1,Regno Unito,,,Worthing,Worthing,Worthing,,,,inhabited places,Located on English Channel; mostly a residential area for retired people; notable for its sunny climate; cultivates salad crops.,,http://vocab.getty.edu/tgn/7011418,,
1,Regno Unito,Ayrshire,,Mauchline,,,,,,,,,,,
1,Regno Unito,Bailiwick of Guernsey,,Saint Peter Port,,,,,,,,,,,
1,Regno Unito,Bedfordshire,,Mentmore,,,,,,,,,,,
1,Regno Unito,Bedfordshire,,Turvey,Turvey,Turvey,,,,inhabited places,Limestone village beside the Ouse River; Turvey Abbey is partly Jacobean and Turvey House a fine example of Georgian architecture.,,http://vocab.getty.edu/tgn/7024776,,
1,Regno Unito,Berkshire,,Bracknell,,,,,,,,,,,
1,Regno Unito,Berkshire,,Newbury,Newbury,Newbury,,,,inhabited places,"Town was first Roman, then Saxon, then Norman; 2 Civil War battles were fought over the Norman castle; site of famous racecourse.",,http://vocab.getty.edu/tgn/7011924,,
1,Regno Unito,Berkshire,,Wantage,,,,,,,,,,,
1,Regno Unito,Borgogna-Franca Contea,,Digione,,,,,,,,,,,
1,Regno Unito,Buckinghamshire,,Ascott,,,,,,,,,,,
1,Regno Unito,Buckinghamshire,,Beaconsfield,Beaconsfield,Beaconsfield,,,,inhabited places,,,http://vocab.getty.edu/tgn/1028434,,
1,Regno Unito,Buckinghamshire,,Mentmore,Mentmore,Mentmore,,,,inhabited places,,,http://vocab.getty.edu/tgn/4007110,,
1,Regno Unito,Cheshire,,Chester,Chester,Chester,,,,inhabited places,"Located on the River Dee; Roman camp of Deva; amphitheatre and ramparts remain; after Romans departed ca. 380, occupied by Danes and Saxons; important under Mercian kings in the 10th century; last town to surrender to William the Conqueror in 1070; medieval galleried streets; Tudor houses; a cathedral and castle; port was important 13th-14th centuries but declined with growth of Liverpool.",,http://vocab.getty.edu/tgn/7012045,,
1,Regno Unito,Cornwall,,Newquay,Newquay,Newquay,,,,inhabited places,,,http://vocab.getty.edu/tgn/1030171,,
1,Regno Unito,Cumbria,,Cockermouth,Cockermouth,Cockermouth,,,,inhabited places,,,http://vocab.getty.edu/tgn/7030113,,
1,Regno Unito,Derbyshire,,Willington,Willington,Willington,,,,inhabited places,,,http://vocab.getty.edu/tgn/1031139,,
1,Regno Unito,Devon,,Hartland,Hartland,Hartland,,,,inhabited places,"Located on one of the finest stretches of coast in Britain; Hartland Quay is a 15th-century harbor built by the monks of Hartland Abbey, founded by Gytha, Harold's mother; the abbey is now an 18th-century Gothic revival house.",,http://vocab.getty.edu/tgn/7011967,,
1,Regno Unito,Dorset,,Moor Crichel,Moor Crichel,,,,,,,"village in Dorset, England, UK",,http://www.wikidata.org/entity/Q2856223,
1,Regno Unito,Dumfries and Galloway,,Thornhill,Thornhill,Thornhill,,,,inhabited places,,,http://vocab.getty.edu/tgn/1051112,,
1,Regno Unito,East Sussex,,Crowhurst,Crowhurst,Crowhurst,,,,inhabited places,"Settlement is documented in 771, when King Offa of Mercia gave land to the Bishop of Selsey. ",,http://vocab.getty.edu/tgn/7455938,,
